dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,price,COGS
2022/10/01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,casual,51,4.99,1.56
2022/10/01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,casual,65,4.99,1.56
2022/10/01,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,casual,42,4.99,1.56
2022/10/01,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,casual,33,4.99,1.56
2022/10/01,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,casual,11,4.99,1.56
2022/10/01,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,casual,13,4.99,1.56
2022/10/01,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,casual,17,4.99,1.56
2022/10/01,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,casual,17,4.99,1.56
2022/10/02,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,casual,1,4.99,1.56
2022/10/02,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,casual,0,4.99,1.56
2022/10/02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,casual,0,4.99,1.56
2022/10/02,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,casual,1,4.99,1.56
2022/10/02,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,casual,2,4.99,1.56
2022/10/02,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,casual,1,4.99,1.56
2022/10/02,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,casual,3,4.99,1.56
2022/10/02,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,casual,4,4.99,1.56
2022/10/02,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,casual,6,4.99,1.56
2022/10/02,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,casual,3,4.99,1.56
2022/10/02,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,casual,3,4.99,1.56
2022/10/02,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,casual,7,4.99,1.56
2022/10/02,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,casual,6,4.99,1.56
2022/10/02,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,casual,6,4.99,1.56
2022/10/02,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,casual,16,4.99,1.56
2022/10/02,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,casual,14,4.99,1.56
2022/10/02,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,casual,46,4.99,1.56
2022/10/02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,casual,38,4.99,1.56
2022/10/02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,casual,48,4.99,1.56
2022/10/02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,casual,27,4.99,1.56
2022/10/02,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,casual,20,4.99,1.56
2022/10/02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,casual,24,4.99,1.56
2022/10/02,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,casual,28,4.99,1.56
2022/10/02,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,casual,11,4.99,1.56
2022/10/03,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,casual,5,4.99,1.56
2022/10/03,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,casual,3,4.99,1.56
2022/10/03,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,casual,2,4.99,1.56
2022/10/03,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,casual,0,4.99,1.56
2022/10/03,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,casual,2,4.99,1.56
2022/10/03,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,casual,2,4.99,1.56
2022/10/03,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,casual,4,4.99,1.56
2022/10/03,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,casual,11,4.99,1.56
2022/10/03,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,casual,28,4.99,1.56
2022/10/03,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,casual,30,4.99,1.56
2022/10/03,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,casual,29,4.99,1.56
2022/10/03,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,casual,52,4.99,1.56
2022/10/03,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,casual,69,4.99,1.56
2022/10/03,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,casual,55,4.99,1.56
2022/10/03,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,casual,56,4.99,1.56
2022/10/03,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,casual,59,4.99,1.56
2022/10/03,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,casual,42,4.99,1.56
2022/10/03,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,casual,84,4.99,1.56
2022/10/03,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,casual,54,4.99,1.56
2022/10/03,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,casual,49,4.99,1.56
2022/10/03,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0.0,casual,48,4.99,1.56
2022/10/03,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,casual,14,4.99,1.56
2022/10/03,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0.0,casual,9,4.99,1.56
2022/10/03,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,casual,21,4.99,1.56
2022/10/04,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,casual,11,4.99,1.56
2022/10/04,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0.0,casual,2,4.99,1.56
2022/10/04,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,casual,3,4.99,1.56
2022/10/04,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,casual,5,4.99,1.56
2022/10/04,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,casual,0,4.99,1.56
2022/10/04,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,casual,2,4.99,1.56
2022/10/04,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,casual,1,4.99,1.56
2022/10/04,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,casual,12,4.99,1.56
2022/10/04,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,casual,27,4.99,1.56
2022/10/04,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,casual,40,4.99,1.56
2022/10/04,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,casual,27,4.99,1.56
2022/10/04,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,casual,38,4.99,1.56
2022/10/04,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,casual,57,4.99,1.56
2022/10/04,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,casual,63,4.99,1.56
2022/10/04,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,casual,56,4.99,1.56
2022/10/04,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,casual,77,4.99,1.56
2022/10/04,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,casual,86,4.99,1.56
2022/10/04,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,casual,112,4.99,1.56
2022/10/04,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,casual,75,4.99,1.56
2022/10/04,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,casual,67,4.99,1.56
2022/10/04,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,casual,50,4.99,1.56
2022/10/04,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0.0,casual,33,4.99,1.56
2022/10/04,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,casual,29,4.99,1.56
2022/10/04,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,casual,18,4.99,1.56
2022/10/05,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,casual,16,4.99,1.56
2022/10/05,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,casual,3,4.99,1.56
2022/10/05,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,casual,1,4.99,1.56
2022/10/05,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,casual,5,4.99,1.56
2022/10/05,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0,casual,0,4.99,1.56
2022/10/05,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0,casual,0,4.99,1.56
2022/10/05,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0,casual,4,4.99,1.56
2022/10/05,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,casual,11,4.99,1.56
2022/10/05,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,casual,36,4.99,1.56
2022/10/05,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,casual,58,4.99,1.56
2022/10/05,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0,casual,68,4.99,1.56
2022/10/05,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,casual,90,4.99,1.56
2022/10/05,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,casual,161,4.99,1.56
2022/10/05,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0,casual,117,4.99,1.56
2022/10/05,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,casual,113,4.99,1.56
2022/10/05,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,casual,150,4.99,1.56
2022/10/05,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,casual,153,4.99,1.56
2022/10/05,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,casual,158,4.99,1.56
2022/10/05,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,casual,106,4.99,1.56
2022/10/05,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,casual,67,4.99,1.56
2022/10/05,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,casual,66,4.99,1.56
2022/10/05,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,casual,47,4.99,1.56
2022/10/05,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,casual,63,4.99,1.56
2022/10/05,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,casual,23,4.99,1.56
2022/10/06,4,1,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642,casual,37,4.99,1.56
2022/10/06,4,1,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537,casual,25,4.99,1.56
2022/10/06,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.194,casual,13,4.99,1.56
2022/10/06,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,casual,2,4.99,1.56
2022/10/06,4,1,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537,casual,4,4.99,1.56
2022/10/06,4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,casual,2,4.99,1.56
2022/10/06,4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,casual,2,4.99,1.56
2022/10/06,4,1,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985,casual,13,4.99,1.56
2022/10/06,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.194,casual,22,4.99,1.56
2022/10/06,4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.194,casual,130,4.99,1.56
2022/10/06,4,1,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836,casual,198,4.99,1.56
2022/10/06,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,casual,258,4.99,1.56
2022/10/06,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,casual,362,4.99,1.56
2022/10/06,4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,casual,310,4.99,1.56
2022/10/06,4,1,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179,casual,269,4.99,1.56
2022/10/06,4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,casual,279,4.99,1.56
2022/10/06,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,casual,317,4.99,1.56
2022/10/06,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,casual,268,4.99,1.56
2022/10/06,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,casual,183,4.99,1.56
2022/10/06,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,casual,102,4.99,1.56
2022/10/06,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,casual,75,4.99,1.56
2022/10/06,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,casual,78,4.99,1.56
2022/10/06,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,casual,45,4.99,1.56
2022/10/06,4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,casual,37,4.99,1.56
2022/10/07,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,casual,28,4.99,1.56
2022/10/07,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,casual,29,4.99,1.56
2022/10/07,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,casual,10,4.99,1.56
2022/10/07,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,casual,5,4.99,1.56
2022/10/07,4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,casual,5,4.99,1.56
2022/10/07,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,casual,2,4.99,1.56
2022/10/07,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.194,casual,4,4.99,1.56
2022/10/07,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,casual,6,4.99,1.56
2022/10/07,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,casual,11,4.99,1.56
2022/10/07,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,casual,16,4.99,1.56
2022/10/07,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,casual,41,4.99,1.56
2022/10/07,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,casual,76,4.99,1.56
2022/10/07,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0.0,casual,100,4.99,1.56
2022/10/07,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,casual,80,4.99,1.56
2022/10/07,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,casual,71,4.99,1.56
2022/10/07,4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,casual,74,4.99,1.56
2022/10/07,4,1,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642,casual,87,4.99,1.56
2022/10/07,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,casual,35,4.99,1.56
2022/10/07,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,casual,24,4.99,1.56
2022/10/07,4,1,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045,casual,17,4.99,1.56
2022/10/07,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,casual,19,4.99,1.56
2022/10/07,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,casual,22,4.99,1.56
2022/10/07,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,casual,7,4.99,1.56
2022/10/07,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,casual,12,4.99,1.56
2022/10/08,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,casual,7,4.99,1.56
2022/10/08,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,casual,2,4.99,1.56
2022/10/08,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194,casual,3,4.99,1.56
2022/10/08,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,casual,2,4.99,1.56
2022/10/08,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,casual,1,4.99,1.56
2022/10/08,4,1,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239,casual,2,4.99,1.56
2022/10/08,4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,casual,5,4.99,1.56
2022/10/08,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,casual,3,4.99,1.56
2022/10/08,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,casual,23,4.99,1.56
2022/10/08,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,casual,59,4.99,1.56
2022/10/08,4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,casual,69,4.99,1.56
2022/10/08,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,casual,72,4.99,1.56
2022/10/08,4,1,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642,casual,74,4.99,1.56
2022/10/08,4,1,10,13,1,1,0,2,0.42,0.4242,0.62,0.194,casual,82,4.99,1.56
2022/10/08,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,casual,121,4.99,1.56
2022/10/08,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.194,casual,76,4.99,1.56
2022/10/08,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,casual,61,4.99,1.56
2022/10/08,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,casual,81,4.99,1.56
2022/10/08,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,casual,41,4.99,1.56
2022/10/08,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,casual,38,4.99,1.56
2022/10/08,4,1,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,casual,20,4.99,1.56
2022/10/08,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,casual,17,4.99,1.56
2022/10/08,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,casual,6,4.99,1.56
2022/10/08,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,casual,9,4.99,1.56
2022/10/09,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,casual,9,4.99,1.56
2022/10/09,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,casual,0,4.99,1.56
2022/10/09,4,1,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,casual,2,4.99,1.56
2022/10/09,4,1,10,3,0,2,1,3,0.36,0.3333,0.87,0.2836,casual,0,4.99,1.56
2022/10/09,4,1,10,4,0,2,1,3,0.36,0.3485,0.87,0.1642,casual,1,4.99,1.56
2022/10/09,4,1,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,casual,0,4.99,1.56
2022/10/09,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,casual,2,4.99,1.56
2022/10/09,4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,casual,5,4.99,1.56
2022/10/09,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,casual,15,4.99,1.56
2022/10/09,4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,casual,37,4.99,1.56
2022/10/09,4,1,10,10,0,2,1,2,0.44,0.4394,0.75,0.2239,casual,33,4.99,1.56
2022/10/09,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,casual,37,4.99,1.56
2022/10/09,4,1,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,casual,43,4.99,1.56
2022/10/09,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,casual,54,4.99,1.56
2022/10/09,4,1,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,casual,43,4.99,1.56
2022/10/09,4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,casual,59,4.99,1.56
2022/10/09,4,1,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,casual,70,4.99,1.56
2022/10/09,4,1,10,17,0,2,1,2,0.52,0.5,0.68,0.1642,casual,73,4.99,1.56
2022/10/09,4,1,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,casual,26,4.99,1.56
2022/10/09,4,1,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,casual,31,4.99,1.56
2022/10/09,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,casual,30,4.99,1.56
2022/10/09,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,casual,16,4.99,1.56
2022/10/09,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,casual,7,4.99,1.56
2022/10/09,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,casual,8,4.99,1.56
2022/10/10,4,1,10,0,0,3,1,2,0.46,0.4545,0.88,0.0896,casual,0,4.99,1.56
2022/10/10,4,1,10,1,0,3,1,2,0.46,0.4545,0.88,0.0,casual,2,4.99,1.56
2022/10/10,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0.0,casual,2,4.99,1.56
2022/10/10,4,1,10,3,0,3,1,2,0.46,0.4545,0.88,0.0,casual,0,4.99,1.56
2022/10/10,4,1,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,casual,0,4.99,1.56
2022/10/10,4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,casual,2,4.99,1.56
2022/10/10,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,casual,3,4.99,1.56
2022/10/10,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,casual,9,4.99,1.56
2022/10/10,4,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,casual,33,4.99,1.56
2022/10/10,4,1,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,casual,35,4.99,1.56
2022/10/10,4,1,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,casual,27,4.99,1.56
2022/10/10,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,casual,53,4.99,1.56
2022/10/10,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,casual,78,4.99,1.56
2022/10/10,4,1,10,13,0,3,1,1,0.56,0.5303,0.49,0.0,casual,60,4.99,1.56
2022/10/10,4,1,10,14,0,3,1,1,0.6,0.6212,0.4,0.1642,casual,63,4.99,1.56
2022/10/10,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,casual,58,4.99,1.56
2022/10/10,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,casual,92,4.99,1.56
2022/10/10,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,casual,91,4.99,1.56
2022/10/10,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,casual,57,4.99,1.56
2022/10/10,4,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821,casual,32,4.99,1.56
2022/10/10,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,casual,21,4.99,1.56
2022/10/10,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,casual,18,4.99,1.56
2022/10/10,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,casual,27,4.99,1.56
2022/10/10,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,casual,17,4.99,1.56
2022/10/11,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,casual,1,4.99,1.56
2022/10/11,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,casual,1,4.99,1.56
2022/10/11,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,casual,4,4.99,1.56
2022/10/11,4,1,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,casual,0,4.99,1.56
2022/10/11,4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,casual,0,4.99,1.56
2022/10/11,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,casual,0,4.99,1.56
2022/10/11,4,1,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,casual,1,4.99,1.56
2022/10/11,4,1,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,casual,11,4.99,1.56
2022/10/11,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,casual,25,4.99,1.56
2022/10/11,4,1,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,casual,27,4.99,1.56
2022/10/11,4,1,10,10,0,4,1,1,0.44,0.4394,0.41,0.3582,casual,39,4.99,1.56
2022/10/11,4,1,10,11,0,4,1,1,0.46,0.4545,0.36,0.0,casual,76,4.99,1.56
2022/10/11,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0.0,casual,47,4.99,1.56
2022/10/11,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,casual,48,4.99,1.56
2022/10/11,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,casual,78,4.99,1.56
2022/10/11,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,casual,102,4.99,1.56
2022/10/11,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,casual,68,4.99,1.56
2022/10/11,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,casual,90,4.99,1.56
2022/10/11,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,casual,64,4.99,1.56
2022/10/11,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,casual,81,4.99,1.56
2022/10/11,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,casual,27,4.99,1.56
2022/10/11,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,casual,24,4.99,1.56
2022/10/11,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,casual,10,4.99,1.56
2022/10/11,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,casual,10,4.99,1.56
2022/10/12,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,casual,8,4.99,1.56
2022/10/12,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,casual,8,4.99,1.56
2022/10/12,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,casual,0,4.99,1.56
2022/10/12,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,casual,0,4.99,1.56
2022/10/12,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,casual,0,4.99,1.56
2022/10/12,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,casual,2,4.99,1.56
2022/10/12,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,casual,3,4.99,1.56
2022/10/12,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,casual,8,4.99,1.56
2022/10/12,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,casual,34,4.99,1.56
2022/10/12,4,1,10,9,0,5,1,1,0.5,0.4848,0.39,0.2985,casual,26,4.99,1.56
2022/10/12,4,1,10,10,0,5,1,1,0.52,0.5,0.36,0.2985,casual,75,4.99,1.56
